predicted_labels	true_labels	lil_interpretations	gil_interpretations
1	0	[('o', 0.011228084564208984), ('empresas', 0.011228084564208984), ('em', 0.011228084564208984), ('estocolmo', 0.011228084564208984), ('speyer', 0.011228084564208984)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('graduação', 0.011029064655303955), ('simbolizada', 0.01102900505065918), ('fitas', 0.01102900505065918), ('ela', 0.01102900505065918), ('entre', 0.01102900505065918)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('de', 0.01114344596862793), ('metropolitano', 0.01114344596862793), ('comboios', 0.011143326759338379), ('específicos', 0.011143326759338379), ('são', 0.011143326759338379)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('em', 0.011426150798797607), ('na', 0.011426031589508057), ('central', 0.011426031589508057), ('telecom', 0.011426031589508057), ('bazaar', 0.011426031589508057)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('destinavamse', 0.011369585990905762), ('computador', 0.011369526386260986), ('os', 0.011369407176971436), ('de', 0.011369407176971436), ('monitores', 0.01136934757232666)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('camisa', 0.01135551929473877), ('pode', 0.01135551929473877), ('comprimento', 0.011355459690093994), ('até', 0.011355459690093994), ('à', 0.011355459690093994)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('de', 0.011256515979766846), ('ele', 0.011256396770477295), ('a', 0.011256396770477295), ('ou', 0.011256396770477295), ('aumentos', 0.011256396770477295)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('para', 0.011142969131469727), ('renunciou', 0.011142909526824951), ('comando', 0.011142909526824951), ('do', 0.011142909526824951), ('hmas', 0.011142909526824951)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('da', 0.011256754398345947), ('de', 0.011256754398345947), ('concheiros', 0.011256754398345947), ('vestígios', 0.011256694793701172), ('humanos', 0.011256694793701172)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('igrejas', 0.011458992958068848), ('mesquitas', 0.011458933353424072), ('totalmente', 0.011458933353424072), ('as', 0.011458873748779297), ('destruídas', 0.011458873748779297)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('resultou', 0.011201858520507812), ('para', 0.011201798915863037), ('tratamento', 0.011201798915863037), ('foi', 0.011201798915863037), ('em', 0.011201798915863037)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('visualização', 0.01112818717956543), ('simpson', 0.011128008365631104), ('terminou', 0.011128008365631104), ('º', 0.011128008365631104), ('de', 0.011128008365631104)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('como', 0.011239171028137207), ('ou', 0.011239171028137207), ('padrão', 0.011239051818847656), ('branco', 0.011239051818847656), ('vapor', 0.011239051818847656)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('encontrado', 0.011470317840576172), ('o', 0.011470258235931396), ('césio', 0.011470258235931396), ('poucos', 0.011470258235931396), ('minerais', 0.011470258235931396)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('por', 0.011422455310821533), ('uma', 0.011422455310821533), ('em', 0.011422395706176758), ('três', 0.011422395706176758), ('base', 0.011422336101531982)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('da', 0.011349081993103027), ('medição', 0.011349081993103027), ('se', 0.011349081993103027), ('tornou', 0.011349081993103027), ('tecnologia', 0.011349022388458252)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('não', 0.011349260807037354), ('aceitável', 0.011349260807037354), ('compromisso', 0.011349201202392578), ('um', 0.011349141597747803), ('nome', 0.011349141597747803)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('é', 0.011324882507324219), ('os', 0.011324822902679443), ('mangas', 0.011324763298034668), ('de', 0.011324703693389893), ('possível', 0.011324703693389893)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('servido', 0.011433959007263184), ('ou', 0.011433899402618408), ('é', 0.011433899402618408), ('bebida', 0.011433899402618408), ('no', 0.011433899402618408)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('o', 0.011337459087371826), ('envelhecida', 0.011337459087371826), ('ou', 0.011337459087371826), ('cachaça', 0.01133739948272705), ('tem', 0.01133739948272705)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('alguns', 0.011275291442871094), ('também', 0.011275172233581543), ('identificar', 0.011275172233581543), ('esteja', 0.011275172233581543), ('trilho', 0.011275112628936768)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('não', 0.01102912425994873), ('na', 0.01102912425994873), ('espanhol', 0.01102912425994873), ('ele', 0.01102912425994873), ('segunda', 0.01102912425994873)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('século', 0.011361837387084961), ('plantação', 0.011361837387084961), ('em', 0.011361837387084961), ('espanhóis', 0.011361777782440186), ('filipinas', 0.011361777782440186)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('telecom', 0.01143425703048706), ('está', 0.011434197425842285), ('chiniot', 0.011434197425842285), ('regional', 0.01143413782119751), ('na', 0.01143413782119751)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('farpado', 0.011361122131347656), ('um', 0.01136106252670288), ('arame', 0.011361002922058105), ('considerado', 0.011361002922058105), ('como', 0.011361002922058105)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('e', 0.011266052722930908), ('bem', 0.011266052722930908), ('em', 0.011265993118286133), ('praticamente', 0.011265993118286133), ('todas', 0.011265993118286133)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('cidades', 0.011121511459350586), ('é', 0.01112145185470581), ('priori', 0.01112145185470581), ('para', 0.011121392250061035), ('curtas', 0.011121392250061035)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('em', 0.011384785175323486), ('muitas', 0.011384785175323486), ('frequentemente', 0.011384785175323486), ('nos', 0.011384785175323486), ('europa', 0.011384725570678711)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('de', 0.011028826236724854), ('leste', 0.011028826236724854), ('da', 0.011028766632080078), ('e', 0.011028766632080078), ('em', 0.011028766632080078)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('sua', 0.01144939661026001), ('suas', 0.01144939661026001), ('mary', 0.011449337005615234), ('ellen', 0.011449337005615234), ('e', 0.011449337005615234)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('tarifas', 0.011345446109771729), ('mantêm', 0.011345446109771729), ('as', 0.011345386505126953), ('controla', 0.011345326900482178), ('rotas', 0.011345326900482178)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('de', 0.011305510997772217), ('acms', 0.011305451393127441), ('país', 0.011305451393127441), ('maioria', 0.011305451393127441), ('academia', 0.011305451393127441)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('maria', 0.011227309703826904), ('silva', 0.011227309703826904), ('o', 0.011227250099182129), ('foi', 0.011227250099182129), ('para', 0.011227250099182129)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('édouard', 0.01134568452835083), ('contemporâneos', 0.011345624923706055), ('compararamno', 0.011345624923706055), ('ao', 0.011345624923706055), ('la', 0.011345624923706055)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('médicas', 0.011385142803192139), ('logo', 0.011385023593902588), ('série', 0.011385023593902588), ('campanha', 0.011385023593902588), ('kokoda', 0.011385023593902588)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('e', 0.011371254920959473), ('partilham', 0.011371254920959473), ('os', 0.011371195316314697), ('na', 0.011371195316314697), ('dos', 0.011371195316314697)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('santa', 0.011227190494537354), ('por', 0.011227071285247803), ('monges', 0.011227071285247803), ('paróquia', 0.011227071285247803), ('maria', 0.011227071285247803)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('gap', 0.011306047439575195), ('a', 0.01130598783493042), ('foi', 0.01130598783493042), ('de', 0.011305928230285645), ('com', 0.011305928230285645)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('as', 0.011371850967407227), ('desenvolvem', 0.011371850967407227), ('femininas', 0.011371850967407227), ('x', 0.011371850967407227), ('xx', 0.011371850967407227)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('chetrit', 0.011332511901855469), ('abandonou', 0.011332511901855469), ('a', 0.011332511901855469), ('and', 0.011332511901855469), ('nome', 0.011332511901855469)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('é', 0.011108458042144775), ('através', 0.011108458042144775), ('ponte', 0.011108458042144775), ('pela', 0.011108458042144775), ('newton', 0.0111083984375)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('foi', 0.011455178260803223), ('o', 0.011455059051513672), ('mantido', 0.011455059051513672), ('geral', 0.011454880237579346), ('programa', 0.011454880237579346)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('bidimensional', 0.011260688304901123), ('monitores', 0.011260688304901123), ('computador', 0.011260688304901123), ('tamanho', 0.011260688304901123), ('da', 0.011260688304901123)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('obstrução', 0.011028885841369629), ('quantidade', 0.011028766632080078), ('da', 0.011028766632080078), ('para', 0.011028766632080078), ('uma', 0.011028766632080078)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('comuns', 0.011419057846069336), ('quase', 0.01141899824142456), ('os', 0.01141899824142456), ('têm', 0.01141899824142456), ('todos', 0.011418938636779785)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('como', 0.011225759983062744), ('campos', 0.011225581169128418), ('pasteurização', 0.011225581169128418), ('sumos', 0.011225581169128418), ('ser', 0.011225521564483643)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('microtransações', 0.011260807514190674), ('para', 0.011260747909545898), ('ao', 0.011260688304901123), ('de', 0.011260688304901123), ('como', 0.011260628700256348)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('comumente', 0.01104658842086792), ('trabalho', 0.01104658842086792), ('na', 0.01104658842086792), ('sum', 0.011046528816223145), ('yum', 0.011046528816223145)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('grécia', 0.01136791706085205), ('bebidas', 0.01136791706085205), ('as', 0.011367857456207275), ('oferendas', 0.011367857456207275), ('deuses', 0.011367857456207275)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('como', 0.011118590831756592), ('formato', 0.011118531227111816), ('são', 0.011118531227111816), ('troféus', 0.011118471622467041), ('prêmios', 0.011118471622467041)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('the', 0.011349797248840332), ('são', 0.011349737644195557), ('dying', 0.011349737644195557), ('in', 0.011349737644195557), ('is', 0.011349678039550781)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('público', 0.011242985725402832), ('xviii', 0.011242926120758057), ('importância', 0.011242926120758057), ('muitas', 0.011242926120758057), ('europeus', 0.011242866516113281)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('tempos', 0.011082589626312256), ('librés', 0.011082589626312256), ('os', 0.01108253002166748), ('como', 0.01108253002166748), ('verniz', 0.01108253002166748)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('raiz', 0.011171936988830566), ('rio', 0.011171936988830566), ('na', 0.011171936988830566), ('mais', 0.011171877384185791), ('antigo', 0.011171877384185791)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('um', 0.011189460754394531), ('teste', 0.011189401149749756), ('que', 0.01118934154510498), ('realizados', 0.01118934154510498), ('o', 0.011189281940460205)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('caracterizada', 0.011100530624389648), ('pela', 0.011100471019744873), ('desenvolver', 0.011100471019744873), ('descoloração', 0.011100471019744873), ('conserva', 0.011100411415100098)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('passageiros', 0.011385500431060791), ('do', 0.011385500431060791), ('maquinista', 0.011385500431060791), ('um', 0.01138538122177124), ('supervisão', 0.011385321617126465)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('acabou', 0.011358857154846191), ('pai', 0.011358678340911865), ('e', 0.01135861873626709), ('filho', 0.01135861873626709), ('que', 0.01135861873626709)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('in', 0.011436998844146729), ('digressão', 0.011436939239501953), ('o', 0.011436760425567627), ('álbum', 0.011436760425567627), ('de', 0.011436760425567627)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('na', 0.011226773262023926), ('seria', 0.011226654052734375), ('uma', 0.011226654052734375), ('terceiro', 0.011226654052734375), ('lugar', 0.011226654052734375)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('josé', 0.011044442653656006), ('de', 0.01104283332824707), ('são', 0.01104283332824707), ('rio', 0.01104283332824707), ('negro', 0.01104283332824707)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('rei', 0.011319339275360107), ('transformando', 0.011319339275360107), ('alcáçova', 0.011319220066070557), ('no', 0.011319220066070557), ('amplamente', 0.011319160461425781)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('civil', 0.011214077472686768), ('em', 0.011214077472686768), ('pastéis', 0.011214017868041992), ('nata', 0.011214017868041992), ('da', 0.011214017868041992)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('liderava', 0.011332392692565918), ('partido', 0.011332392692565918), ('pcb', 0.011332333087921143), ('porto', 0.011332333087921143), ('alegre', 0.011332333087921143)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('de', 0.011227071285247803), ('os', 0.011226952075958252), ('fabricantes', 0.011226952075958252), ('embora', 0.011226952075958252), ('existam', 0.011226952075958252)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('uma', 0.011134803295135498), ('deriva', 0.011134684085845947), ('expressão', 0.011134684085845947), ('ou', 0.011134684085845947), ('parte', 0.011134684085845947)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('o', 0.011069118976593018), ('ponto', 0.011068940162658691), ('am', 0.011068880558013916), ('your', 0.011068880558013916), ('adornos', 0.011068880558013916)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('grande', 0.011029183864593506), ('o', 0.011028945446014404), ('foi', 0.011028945446014404), ('intensamente', 0.011028945446014404), ('defensivo', 0.011028945446014404)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('sete', 0.011384546756744385), ('a', 0.01138448715209961), ('batidos', 0.011384427547454834), ('e', 0.011384427547454834), ('sofrer', 0.011384427547454834)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('de', 0.011279582977294922), ('livre', 0.011279463768005371), ('a', 0.011279463768005371), ('tempo', 0.011279463768005371), ('fez', 0.011279404163360596)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('e', 0.011318743228912354), ('transporte', 0.011318743228912354), ('fruta', 0.011318743228912354), ('outros', 0.011318743228912354), ('porto', 0.011318683624267578)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('e', 0.011279582977294922), ('moog', 0.011279523372650146), ('loja', 0.011279523372650146), ('que', 0.011279523372650146), ('comprou', 0.011279463768005371)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('na', 0.011371374130249023), ('situada', 0.011371254920959473), ('do', 0.011371254920959473), ('perto', 0.011371254920959473), ('parque', 0.011371254920959473)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('de', 0.011291086673736572), ('oferecida', 0.011291086673736572), ('família', 0.011291027069091797), ('é', 0.011291027069091797), ('à', 0.011291027069091797)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('universidade', 0.011276960372924805), ('a', 0.011276960372924805), ('foi', 0.011276960372924805), ('prof', 0.011276960372924805), ('da', 0.01127690076828003)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('história', 0.011334240436553955), ('humanidade', 0.011334240436553955), ('o', 0.011334240436553955), ('planeta', 0.011334240436553955), ('entrará', 0.011334240436553955)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('também', 0.011450529098510742), ('marcy', 0.011450469493865967), ('pon', 0.011450469493865967), ('como', 0.011450409889221191), ('uma', 0.011450409889221191)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('considerou', 0.011029243469238281), ('planeta', 0.011029243469238281), ('entre', 0.011029183864593506), ('gasosos', 0.011029183864593506), ('encontrado', 0.011029183864593506)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('de', 0.011174917221069336), ('que', 0.011174917221069336), ('caos', 0.01117485761642456), ('um', 0.011174798011779785), ('união', 0.011174798011779785)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('para', 0.011218786239624023), ('mais', 0.011218726634979248), ('italiano', 0.011218726634979248), ('turco', 0.011218726634979248), ('do', 0.011218667030334473)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('permanentes', 0.011218667030334473), ('na', 0.011218667030334473), ('o', 0.011218667030334473), ('francisco', 0.011218667030334473), ('que', 0.011218667030334473)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('na', 0.011291205883026123), ('vez', 0.011291027069091797), ('que', 0.011291027069091797), ('se', 0.011291027069091797), ('existe', 0.011291027069091797)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('podem', 0.011363506317138672), ('qualificados', 0.011363506317138672), ('como', 0.011363506317138672), ('videojogos', 0.011363506317138672), ('no', 0.011363506317138672)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('cruzada', 0.011087417602539062), ('foi', 0.011087357997894287), ('lideradas', 0.011087357997894287), ('a', 0.011087357997894287), ('da', 0.011087357997894287)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('foi', 0.011276543140411377), ('quatro', 0.011276543140411377), ('o', 0.011276483535766602), ('uma', 0.011276483535766602), ('um', 0.011276423931121826)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('e', 0.011291563510894775), ('vezes', 0.011291563510894775), ('normal', 0.011291563510894775), ('tem', 0.01129150390625), ('perímetro', 0.01129150390625)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('ringmouse', 0.011435925960540771), ('d', 0.011435866355895996), ('final', 0.01143580675125122), ('dos', 0.01143580675125122), ('a', 0.01143580675125122)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('venceu', 0.011450350284576416), ('o', 0.011450350284576416), ('ela', 0.011450231075286865), ('prêmio', 0.011450231075286865), ('internacional', 0.011450231075286865)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('liceu', 0.011306226253509521), ('lourenço', 0.011306166648864746), ('em', 0.01130610704421997), ('marques', 0.01130610704421997), ('atualmente', 0.01130610704421997)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('pela', 0.011234641075134277), ('vez', 0.011234581470489502), ('um', 0.011234521865844727), ('deixando', 0.011234521865844727), ('para', 0.011234521865844727)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('última', 0.011392295360565186), ('liverpool', 0.011392295360565186), ('a', 0.01139223575592041), ('fazer', 0.011392056941986084), ('viagem', 0.011392056941986084)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('foi', 0.011028885841369629), ('nacional', 0.011028885841369629), ('busca', 0.011028885841369629), ('além', 0.011028885841369629), ('a', 0.011028826236724854)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('um', 0.01125025749206543), ('jeito', 0.011250197887420654), ('ao', 0.011250197887420654), ('público', 0.011250138282775879), ('profissional', 0.011250138282775879)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('começou', 0.011281728744506836), ('e', 0.01128166913986206), ('simultaneamente', 0.011281609535217285), ('em', 0.011281609535217285), ('inglês', 0.011281609535217285)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('matas', 0.011202752590179443), ('segredo', 0.011202692985534668), ('criado', 0.011202692985534668), ('para', 0.011202692985534668), ('uma', 0.011202692985534668)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('convida', 0.011108219623565674), ('e', 0.011108219623565674), ('quinn', 0.011108219623565674), ('conta', 0.011108160018920898), ('com', 0.011108160018920898)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('filha', 0.011219024658203125), ('santana', 0.01121896505355835), ('rivera', 0.01121896505355835), ('comprometerse', 0.01121896505355835), ('em', 0.01121896505355835)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('de', 0.011171281337738037), ('deixou', 0.011171281337738037), ('viúvo', 0.011171221733093262), ('para', 0.011171221733093262), ('o', 0.011171221733093262)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('mesmo', 0.011171340942382812), ('principal', 0.011171340942382812), ('o', 0.011171281337738037), ('mais', 0.011171281337738037), ('para', 0.011171281337738037)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('e', 0.011392951011657715), ('contemplava', 0.01139289140701294), ('fëanor', 0.011392831802368164), ('o', 0.011392831802368164), ('cabelo', 0.011392831802368164)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('indoeuropeias', 0.011329472064971924), ('cidade', 0.011329472064971924), ('tribos', 0.011329412460327148), ('celtas', 0.011329412460327148), ('fundaram', 0.011329412460327148)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('noite', 0.011376380920410156), ('foram', 0.01137632131576538), ('cruelmente', 0.011376261711120605), ('massacrados', 0.011376261711120605), ('pelo', 0.011376261711120605)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('tinham', 0.011155366897583008), ('e', 0.011155366897583008), ('idioma', 0.011155366897583008), ('em', 0.011155307292938232), ('falantes', 0.011155307292938232)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('verde', 0.011076748371124268), ('telecomuni', 0.011076748371124268), ('da', 0.011076629161834717), ('detinha', 0.011076629161834717), ('a', 0.011076629161834717)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('tomé', 0.011330008506774902), ('e', 0.011330008506774902), ('da', 0.011330008506774902), ('de', 0.011329889297485352), ('são', 0.011329889297485352)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
